Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-07-19 00:00:00-04:00,25.714207820799842,25.762578429390768,25.646488230684376,25.68421745300293,4200,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,25.68421745300293,25.68421745300293,25.68421745300293,25.68421745300293,100,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,25.76257753717462,25.781926518029067,25.752904891967773,25.752904891967773,1100,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,25.82062376390925,25.860288619995117,25.82062376390925,25.860288619995117,800,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,25.907695247250757,26.06635284423828,25.907695247250757,26.06635284423828,300,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,25.956066405311923,26.13987805246317,25.956066405311923,26.057645797729492,400,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,25.716148376464844,25.716148376464844,25.716148376464844,25.716148376464844,100,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,26.098276138305664,26.098276138305664,26.098276138305664,26.098276138305664,100,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,26.238561630249023,26.238561630249023,26.238561630249023,26.238561630249023,100,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,26.14955407715835,26.17954444885254,26.130205093119386,26.17954444885254,500,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,26.017013549804688,26.017013549804688,26.017013549804688,26.017013549804688,100,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,25.83778586979607,25.9617919921875,25.83778586979607,25.9617919921875,200,0.038,0.0,0.0
2023-08-04 00:00:00-04:00,26.28343153949824,26.28343153949824,26.018951416015625,26.018951416015625,700,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,26.070297891567225,26.28924560546875,26.070297891567225,26.28924560546875,300,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,26.25824546813965,26.25824546813965,26.25824546813965,26.25824546813965,100,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,26.38031093070616,26.38031093070616,26.311527252197266,26.311527252197266,300,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,26.670952200352225,26.670952200352225,26.33768653869629,26.33768653869629,700,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,26.49656725058081,26.49656725058081,26.40840721130371,26.40840721130371,1500,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,26.360931064582978,26.462656021118164,26.360931064582978,26.462656021118164,500,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,26.186556048148624,26.186556048148624,26.068363189697266,26.068363189697266,400,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,25.89203643798828,25.89203643798828,25.89203643798828,25.89203643798828,100,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,25.96372751600959,25.96372751600959,25.761249542236328,25.761249542236328,500,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,25.87169647216797,25.87169647216797,25.87169647216797,25.87169647216797,200,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,26.060605352779213,26.060605352779213,25.86684731112595,25.890098571777344,400,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,25.837786273568685,25.847474454138485,25.7631893157959,25.7631893157959,500,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,25.697312560823544,25.779661178588867,25.697312560823544,25.779661178588867,500,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,25.789345602982657,25.789345602982657,25.59946060180664,25.59946060180664,400,0.0,0.0,0.0
2023-08-25 00:00:00-04:00,25.673090768519174,25.711843490600586,25.673090768519174,25.711843490600586,200,0.0,0.0,0.0
2023-08-28 00:00:00-04:00,25.88331413269043,25.88331413269043,25.88331413269043,25.88331413269043,0,0.0,0.0,0.0
2023-08-29 00:00:00-04:00,26.16330337524414,26.16330337524414,26.16330337524414,26.16330337524414,100,0.0,0.0,0.0
2023-08-30 00:00:00-04:00,26.273745048135208,26.273745048135208,26.20980453491211,26.20980453491211,1400,0.0,0.0,0.0
2023-08-31 00:00:00-04:00,26.196245193481445,26.196245193481445,26.196245193481445,26.196245193481445,100,0.0,0.0,0.0
2023-09-01 00:00:00-04:00,26.41034507751465,26.41034507751465,26.41034507751465,26.41034507751465,100,0.0,0.0,0.0
2023-09-05 00:00:00-04:00,26.135204315185547,26.135204315185547,26.135204315185547,26.135204315185547,100,0.0,0.0,0.0
2023-09-06 00:00:00-04:00,26.034311294555664,26.034311294555664,26.034311294555664,26.034311294555664,100,0.038,0.0,0.0
